	app_id	name	category	rating	reviews	app_size_kb	installs	type	price	content_rating	last_updated	min_android_ver
28	28	Pink Silver Bow Keyboard Theme	ART_AND_DESIGN	4.2	1120	9200	1000000	Free	0.0	Everyone	2018	4
29	29	Art Drawing Ideas	ART_AND_DESIGN	4.1	227	5200	10000	Free	0.0	Everyone	2018	2
30	30	Anime Manga Coloring Book	ART_AND_DESIGN	4.5	5035	11000	1000000	Free	0.0	Everyone	2018	4
31	31	Easy Origami Ideas	ART_AND_DESIGN	4.2	1015	11000	1000000	Free	0.0	Everyone	2018	4
32	32	I Creative Idea	ART_AND_DESIGN	4.7	353	4200	10000	Free	0.0	Teen	2018	4
33	33	How to draw Ladybug and Cat Noir	ART_AND_DESIGN	3.8	564	9200	1000000	Free	0.0	Everyone	2018	4
34	34	UNICORN - Color By Number & Pixel Art Coloring	ART_AND_DESIGN	4.7	8145	24000	1000000	Free	0.0	Everyone	2018	4
35	35	PIP Camera - PIP Collage Maker	ART_AND_DESIGN	4.7	158	11000	10000	Free	0.0	Everyone	2017	4
36	36	How To Color Disney Princess - Coloring Pages	ART_AND_DESIGN	4.0	591	9400	1000000	Free	0.0	Everyone	2018	4
37	37	Drawing Clothes Fashion Ideas	ART_AND_DESIGN	4.2	117	15000	10000	Free	0.0	Everyone	2018	4
38	38	Sad Poetry Photo Frames 2018	ART_AND_DESIGN	4.5	176	10000	1000000	Free	0.0	Everyone	2018	4
39	39	Paint Splash!	ART_AND_DESIGN	3.8	2206	1200	1000000	Free	0.0	Everyone	2018	4
40	40	Popsicle Sticks and Similar DIY Craft Ideas	ART_AND_DESIGN	4.2	26	12000	10000	Free	0.0	Everyone	2018	4
41	41	Canva: Poster, banner, card maker & graphic design	ART_AND_DESIGN	4.7	174531	24000	10000000	Free	0.0	Everyone	2018	4
42	42	Install images with music to make video without Net - 2018	ART_AND_DESIGN	4.6	1070	26000	1000000	Free	0.0	Everyone	2017	4
43	43	Little Teddy Bear Colouring Book Game	ART_AND_DESIGN	4.2	85	8000	1000000	Free	0.0	Everyone	2017	4
44	44	How To Draw Food	ART_AND_DESIGN	4.3	845	7900	1000000	Free	0.0	Everyone	2018	2
45	45	Monster Truck Stunt 3D 2019	AUTO_AND_VEHICLES	4.2	367	25000	1000000	Free	0.0	Everyone	2018	4
46	46	Real Tractor Farming	AUTO_AND_VEHICLES	4.0	1598	56000	1000000	Free	0.0	Everyone	2018	4
47	47	Ultimate F1 Racing Championship	AUTO_AND_VEHICLES	3.8	284	57000	1000000	Free	0.0	Everyone	2018	4
48	48	American Muscle Car Race	AUTO_AND_VEHICLES	3.9	129	35000	1000000	Free	0.0	Everyone	2018	4
49	49	Offroad Oil Tanker Driver Transport Truck 2019	AUTO_AND_VEHICLES	4.3	542	33000	1000000	Free	0.0	Everyone	2018	4
50	50	Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru	AUTO_AND_VEHICLES	4.9	10479	33000	1000000	Free	0.0	Everyone	2018	4
51	51	Gas Prices (Germany only)	AUTO_AND_VEHICLES	4.4	805	5600	10000	Free	0.0	Everyone	2018	4
52	52	Extreme Rally Championship	AUTO_AND_VEHICLES	4.2	129	54000	1000000	Free	0.0	Everyone	2018	4
53	53	Restart Navigator	AUTO_AND_VEHICLES	4.0	1403	201	1000000	Free	0.0	Everyone	2014	2
54	54	REG - Check the regnumber, find information about Swedish vehicles	AUTO_AND_VEHICLES	3.9	3971	3600	1000000	Free	0.0	Everyone	2018	4
55	55	CityBus Lviv	AUTO_AND_VEHICLES	4.6	534	5700	10000	Free	0.0	Everyone	2018	4
56	56	CDL Practice Test 2018 Edition	AUTO_AND_VEHICLES	4.9	7774	17000	1000000	Free	0.0	Everyone	2018	4
57	57	ezETC (ETC balance inquiry, meter trial, real-time traffic)	AUTO_AND_VEHICLES	4.3	38846	8600	1000000	Free	0.0	Everyone	2018	4
58	58	Free VIN Report for Used Cars	AUTO_AND_VEHICLES	4.6	2431	2400	1000000	Free	0.0	Everyone	2018	4
59	59	DMV Permit Practice Test 2018 Edition	AUTO_AND_VEHICLES	4.9	6090	27000	1000000	Free	0.0	Everyone	2018	4
60	60	Check Vehicle Tax	AUTO_AND_VEHICLES	3.9	295	2700	10000	Free	0.0	Everyone	2018	4
61	61	Used Cars Mexico	AUTO_AND_VEHICLES	4.0	190	2500	10000	Free	0.0	Everyone	2016	2
62	62	Used cars for sale - Trovit	AUTO_AND_VEHICLES	4.2	52530	7000	10000000	Free	0.0	Everyone	2018	4
63	63	Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines	AUTO_AND_VEHICLES	4.8	116986	35000	10000000	Free	0.0	Everyone	2018	4
64	64	SK Enca Direct Malls - Used Cars Search	AUTO_AND_VEHICLES	3.6	1379	16000	1000000	Free	0.0	Everyone	2018	4
65	65	Tickets SDA 2019 + Exam RF	AUTO_AND_VEHICLES	4.8	7021	17000	1000000	Free	0.0	Everyone	2018	4
66	66	Super Cars Wallpapers And Backgrounds	AUTO_AND_VEHICLES	4.6	197	3400	10000	Free	0.0	Everyone	2018	4
67	67	Police Lights, Sirens & Follow Me	AUTO_AND_VEHICLES	4.5	737	8900	1000000	Free	0.0	Everyone	2018	4
68	68	Police Detector (Speed Camera Radar)	AUTO_AND_VEHICLES	4.3	3574	3900	1000000	Free	0.0	Everyone 10+	2018	4
69	69	Best Car Wallpapers	AUTO_AND_VEHICLES	4.5	994	2900	1000000	Free	0.0	Everyone	2018	4
70	70	Tickets + PDA 2018 Exam	AUTO_AND_VEHICLES	4.9	197136	38000	1000000	Free	0.0	Everyone	2018	4
71	71	Pick Your Part Garage	AUTO_AND_VEHICLES	3.9	142	32000	10000	Free	0.0	Everyone	2018	6
72	72	PakWheels: Buy & Sell Cars	AUTO_AND_VEHICLES	4.4	15168	37000	1000000	Free	0.0	Everyone	2018	4
73	73	Supervision service	AUTO_AND_VEHICLES	4.0	2155	15000	1000000	Free	0.0	Everyone	2018	5
74	74	Speed Camera Detector - Traffic & Speed Alert	AUTO_AND_VEHICLES	4.3	138	5400	1000000	Free	0.0	Everyone	2018	4
75	75	Used car search Goo net whole car Go to net	AUTO_AND_VEHICLES	3.7	5414	18000	1000000	Free	0.0	Everyone	2018	4
76	76	BEST CAR SOUNDS	AUTO_AND_VEHICLES	4.3	348	38000	1000000	Free	0.0	Everyone	2018	2
77	77	RST - Sale of cars on the PCT	AUTO_AND_VEHICLES	3.2	250	1100	1000000	Free	0.0	Everyone	2018	4
78	78	SMS Park	AUTO_AND_VEHICLES	4.5	3617	7900	1000000	Free	0.0	Everyone	2018	4
79	79	SKencar	AUTO_AND_VEHICLES	3.7	4806	35000	1000000	Free	0.0	Everyone	2018	4
80	80	auto fines	AUTO_AND_VEHICLES	4.6	31433	17000	1000000	Free	0.0	Everyone	2018	4
81	81	Used car is the first car - used car purchase, used car quotation, dealer information to	AUTO_AND_VEHICLES	4.6	5097	19000	1000000	Free	0.0	Everyone	2018	4
82	82	All of the parking lot - National Park application (parking lot search / parking sharing / discount payment)	AUTO_AND_VEHICLES	4.0	1754	14000	1000000	Free	0.0	Everyone	2018	4
83	83	Inquiry Fines and Debits of Vehicles	AUTO_AND_VEHICLES	4.4	2680	2200	1000000	Free	0.0	Everyone	2018	4
84	84	Gas Station	AUTO_AND_VEHICLES	4.0	1288	4500	1000000	Free	0.0	Everyone	2018	4
85	85	Hush - Beauty for Everyone	BEAUTY	4.7	18900	17000	1000000	Free	0.0	Everyone	2018	5
86	86	ipsy: Makeup, Beauty, and Tips	BEAUTY	4.9	49790	14000	1000000	Free	0.0	Everyone	2017	4
87	87	Natural recipes for your beauty	BEAUTY	4.7	1150	9800	1000000	Free	0.0	Everyone	2018	4
88	88	BestCam Selfie-selfie, beauty camera, photo editor	BEAUTY	3.9	1739	21000	1000000	Free	0.0	Everyone	2018	4
89	89	Beauty Selfie Camera	BEAUTY	4.2	2225	52000	1000000	Free	0.0	Everyone	2018	4
90	90	Hairstyles step by step	BEAUTY	4.6	4369	14000	1000000	Free	0.0	Everyone	2018	4
91	91	Filters for Selfie	BEAUTY	4.3	8572	25000	1000000	Free	0.0	Everyone	2018	4
92	92	Tie - Always be happy	BEAUTY	4.7	964	9000	10000	Free	0.0	Everyone	2018	4
93	93	Prom MakeUp Tutorial	BEAUTY	4.8	104	12000	10000	Free	0.0	Everyone	2018	4
94	94	Sweet Selfie Beauty Camera	BEAUTY	4.3	601	35000	1000000	Free	0.0	Everyone	2018	4
95	95	Colors of white in Urdu	BEAUTY	4.5	36	6700	10000	Free	0.0	Everyone	2018	4
96	96	Selfie Camera Photo Editor & Filter & Sticker	BEAUTY	4.1	187	30000	10000	Free	0.0	Teen	2018	4
97	97	Eyes Makeup Beauty Tips	BEAUTY	4.2	30	2900	10000	Free	0.0	Everyone	2018	4
98	98	Photo Editor 2018	BEAUTY	4.5	134	17000	10000	Free	0.0	Everyone	2018	4
99	99	Step By Step Eyes Makeup Tutorial	BEAUTY	4.4	74	2900	10000	Free	0.0	Everyone	2018	4
100	100	Mirror Camera (Mirror + Selfie Camera)	BEAUTY	4.1	9315	2600	1000000	Free	0.0	Everyone	2017	4
101	101	Beauty Tips - Beauty Tips in Sinhala	BEAUTY	4.4	75	4200	10000	Free	0.0	Everyone	2017	4
102	102	Haircut Tutorials/Haircut Videos	BEAUTY	4.6	38	7100	10000	Free	0.0	Everyone	2018	4
103	103	Sephora: Skin Care, Beauty Makeup & Fragrance Shop	BEAUTY	4.5	26834	57000	1000000	Free	0.0	Everyone	2018	5
104	104	Sticker Camera - Selfie Filters, Beauty Camera	BEAUTY	3.9	2277	22000	1000000	Free	0.0	Everyone	2018	4
105	105	Filters for B Live	BEAUTY	4.4	2280	24000	1000000	Free	0.0	Everyone	2018	4
106	106	Facial Wrinkle Reduction	BEAUTY	4.6	184	21000	10000	Free	0.0	Everyone	2018	4
107	107	Makeup Videos	BEAUTY	3.8	9	3400	10000	Free	0.0	Everyone	2018	4
108	108	Discover Color	BEAUTY	4.0	364	6400	1000000	Free	0.0	Everyone	2018	4
109	109	Eyeliner step by step 2018	BEAUTY	4.3	18	3200	10000	Free	0.0	Everyone	2018	4
110	110	Dresses Ideas & Fashions +3000	BEAUTY	4.5	473	8200	1000000	Free	0.0	Mature 17+	2017	1
111	111	Step By Step Hairstyles For Women	BEAUTY	4.1	66	2900	10000	Free	0.0	Everyone	2018	4
112	112	Rainbow Camera	BEAUTY	3.7	3871	23000	1000000	Free	0.0	Everyone	2018	4
113	113	Methods of teeth whitening	BEAUTY	4.7	257	4600	10000	Free	0.0	Everyone	2017	4
114	114	Girls hairstyles 2018	BEAUTY	4.2	62	3100	10000	Free	0.0	Everyone	2018	4
115	115	E-Book Read - Read Book for free	BOOKS_AND_REFERENCE	4.5	1857	4900	10000	Free	0.0	Everyone	2018	4
116	116	Download free book with green book	BOOKS_AND_REFERENCE	4.6	4478	9500	1000000	Free	0.0	Everyone 10+	2017	4
117	117	Free Panda Radio Music	BOOKS_AND_REFERENCE	4.5	418	4200	1000000	Free	0.0	Everyone	2018	4
118	118	Book store	BOOKS_AND_REFERENCE	4.4	22486	5400	1000000	Free	0.0	Teen	2018	4
119	119	English Grammar Complete Handbook	BOOKS_AND_REFERENCE	4.6	1435	2800	1000000	Free	0.0	Everyone	2018	4
120	120	Free Books - Spirit Fanfiction and Stories	BOOKS_AND_REFERENCE	4.8	116507	5000	1000000	Free	0.0	Teen	2018	4
121	121	AlReader -any text book reader	BOOKS_AND_REFERENCE	4.6	90468	5900	10000000	Free	0.0	Everyone	2018	2
122	122	Offline English Dictionary	BOOKS_AND_REFERENCE	4.2	860	13000	1000000	Free	0.0	Everyone	2018	4
123	123	Oxford Dictionary of English : Free	BOOKS_AND_REFERENCE	4.1	363934	7100	10000000	Free	0.0	Everyone	2018	4
124	124	Offline: English to Tagalog Dictionary	BOOKS_AND_REFERENCE	4.7	967	6700	1000000	Free	0.0	Everyone	2018	4
125	125	FamilySearch Tree	BOOKS_AND_REFERENCE	4.3	17506	17000	1000000	Free	0.0	Everyone	2018	4
126	126	Cloud of Books	BOOKS_AND_REFERENCE	3.3	1862	19000	1000000	Free	0.0	Everyone	2018	4
127	127	Recipes of Prophetic Medicine for free	BOOKS_AND_REFERENCE	4.6	2084	6700	1000000	Free	0.0	Everyone	2018	2
128	128	ReadEra – free ebook reader	BOOKS_AND_REFERENCE	4.8	47303	21000	1000000	Free	0.0	Everyone	2018	4
129	129	Ebook Reader	BOOKS_AND_REFERENCE	4.1	85842	37000	10000000	Free	0.0	Everyone	2018	4
130	130	Litnet - E-books	BOOKS_AND_REFERENCE	4.6	7831	15000	1000000	Free	0.0	Teen	2018	4
131	131	Read books online	BOOKS_AND_REFERENCE	4.1	91615	23000	10000000	Free	0.0	Mature 17+	2018	4
132	132	English to Urdu Dictionary	BOOKS_AND_REFERENCE	4.6	4620	19000	1000000	Free	0.0	Everyone	2017	4
133	133	eBoox: book reader fb2 epub zip	BOOKS_AND_REFERENCE	4.7	21336	23000	1000000	Free	0.0	Everyone	2018	3
134	134	English Persian Dictionary	BOOKS_AND_REFERENCE	4.5	26875	73000	1000000	Free	0.0	Everyone	2018	4
135	135	Flybook	BOOKS_AND_REFERENCE	3.9	1778	4900	1000000	Free	0.0	Mature 17+	2014	2
136	136	All Maths Formulas	BOOKS_AND_REFERENCE	4.4	2709	6800	1000000	Free	0.0	Everyone	2018	4
137	137	English translation from Bengali	BOOKS_AND_REFERENCE	4.5	527	2900	1000000	Free	0.0	Everyone	2018	4
138	138	Pdf Book Download - Read Pdf Book	BOOKS_AND_REFERENCE	4.4	1322	3500	1000000	Free	0.0	Everyone	2018	4
139	139	Free Book Reader	BOOKS_AND_REFERENCE	3.4	1680	4000	1000000	Free	0.0	Everyone	2016	4
140	140	eBoox new: Reader for fb2 epub zip books	BOOKS_AND_REFERENCE	4.9	2739	21000	10000	Free	0.0	Everyone	2018	3
141	141	Only 30 days in English, the guideline is guaranteed	BOOKS_AND_REFERENCE	4.6	1065	2300	1000000	Free	0.0	Everyone	2018	3
142	142	English-Myanmar Dictionary	BOOKS_AND_REFERENCE	4.4	8788	10000	1000000	Free	0.0	Everyone	2018	4
143	143	Golden Dictionary (EN-AR)	BOOKS_AND_REFERENCE	4.4	51269	6100	1000000	Free	0.0	Everyone	2018	4
144	144	All Language Translator Free	BOOKS_AND_REFERENCE	4.4	30105	2100	1000000	Free	0.0	Everyone	2018	4
145	145	Azpen eReader	BOOKS_AND_REFERENCE	3.5	156	42000	1000000	Free	0.0	Everyone	2018	2
146	146	English Dictionary - Offline	BOOKS_AND_REFERENCE	4.4	341157	30000	10000000	Free	0.0	Everyone 10+	2018	4
147	147	ADP Mobile Solutions	BUSINESS	4.3	85185	29000	10000000	Free	0.0	Everyone	2018	5
148	148	OfficeSuite : Free Office + PDF Editor	BUSINESS	4.3	1002861	35000	1000000000	Free	0.0	Everyone	2018	4
149	149	USPS MOBILE®	BUSINESS	3.9	16589	9100	1000000	Free	0.0	Everyone	2018	4
150	150	Job Search by ZipRecruiter	BUSINESS	4.8	148945	25000	1000000	Free	0.0	Everyone	2018	5
151	151	Curriculum vitae App CV Builder Free Resume Maker	BUSINESS	4.5	4458	3900	1000000	Free	0.0	Everyone	2018	4
152	152	Google Primer	BUSINESS	4.4	62272	18000	10000000	Free	0.0	Everyone	2018	4
153	153	Alba Heaven - Alvarez Job Portal Services	BUSINESS	4.0	8941	12000	10000000	Free	0.0	Everyone	2018	4
154	154	SuperLivePro	BUSINESS	4.3	46353	21000	1000000	Free	0.0	Everyone	2016	1
155	155	Polaris Office for LG	BUSINESS	4.2	30847	55000	10000000	Free	0.0	Everyone	2018	4
156	156	Call Blocker	BUSINESS	4.6	188841	3200	10000000	Free	0.0	Everyone	2018	4
157	157	Plugin:AOT v5.0	BUSINESS	3.1	4034	23	1000000	Free	0.0	Everyone	2015	2
158	158	Kariyer.net	BUSINESS	3.9	45964	16000	1000000	Free	0.0	Everyone	2018	4
159	159	Become a Job - Find a job or advertise	BUSINESS	4.1	6903	14000	1000000	Free	0.0	Everyone	2018	4
160	160	ZOOM Cloud Meetings	BUSINESS	4.4	31614	37000	10000000	Free	0.0	Everyone	2018	4
161	161	IndiaMART: Search Products, Buy, Sell & Trade	BUSINESS	4.5	207372	11000	10000000	Free	0.0	Everyone	2018	4
162	162	ViettelPost express delivery	BUSINESS	4.4	1225	25000	1000000	Free	0.0	Everyone	2018	4
163	163	MyASUS - Service Center	BUSINESS	4.4	380837	7300	10000000	Free	0.0	Everyone	2018	4
164	164	Job Korea - Career Jobs	BUSINESS	4.3	10600	6500	1000000	Free	0.0	Everyone	2018	4
165	165	104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room	BUSINESS	4.4	74359	25000	1000000	Free	0.0	Everyone	2018	4
166	166	Myanmar 2D/3D	BUSINESS	4.6	822	3100	1000000	Free	0.0	Everyone	2018	4
167	167	sABN	BUSINESS	4.4	2287	1500	1000000	Free	0.0	Everyone	2018	2
168	168	ATI Cargoes and Transportation	BUSINESS	4.7	4162	7500	1000000	Free	0.0	Everyone	2018	4
169	169	Secure Folder	BUSINESS	3.8	14760	8600	10000000	Free	0.0	Everyone	2018	7
170	170	Tiny Scanner - PDF Scanner App	BUSINESS	4.7	286897	39000	10000000	Free	0.0	Everyone	2017	3
171	171	Fast Scanner : Free PDF Scan	BUSINESS	4.5	103755	14000	10000000	Free	0.0	Everyone	2018	4
172	172	Mobile Doc Scanner (MDScan) Lite	BUSINESS	4.2	46505	19000	1000000	Free	0.0	Everyone	2018	4
173	173	TurboScan: scan documents and receipts in PDF	BUSINESS	4.7	11442	6800	1000000	Paid	4.99	Everyone	2018	4
174	174	Tiny Scanner Pro: PDF Doc Scan	BUSINESS	4.8	10295	39000	1000000	Paid	4.99	Everyone	2017	3
175	175	Zenefits	BUSINESS	4.2	296	14000	10000	Free	0.0	Everyone	2018	4
176	176	Google Ads	BUSINESS	4.3	29313	20000	10000000	Free	0.0	Everyone	2018	4
177	177	FreshBooks Classic	BUSINESS	4.1	1802	26000	1000000	Free	0.0	Everyone	2018	4
178	178	Insightly CRM	BUSINESS	3.8	1383	51000	1000000	Free	0.0	Everyone	2018	5
179	179	QuickBooks Accounting: Invoicing & Expenses	BUSINESS	4.3	23175	41000	1000000	Free	0.0	Everyone	2018	4
180	180	HipChat - Chat Built for Teams	BUSINESS	3.8	5868	20000	1000000	Free	0.0	Everyone	2018	4
181	181	MailChimp - Email, Marketing Automation	BUSINESS	4.1	5448	12000	1000000	Free	0.0	Everyone	2018	5
182	182	Crew - Free Messaging and Scheduling	BUSINESS	4.6	4159	48000	1000000	Free	0.0	Everyone	2018	4
183	183	Asana: organize team projects	BUSINESS	4.3	20815	10000	1000000	Free	0.0	Everyone	2018	5
184	184	Google Analytics	BUSINESS	4.5	78662	22000	1000000	Free	0.0	Everyone	2018	4
185	185	AdWords Express	BUSINESS	4.1	7149	11000	1000000	Free	0.0	Everyone	2018	4
186	186	Accounting App - Zoho Books	BUSINESS	4.5	3079	8500	1000000	Free	0.0	Everyone	2018	4
187	187	Invoice & Time Tracking - Zoho	BUSINESS	4.6	5800	8600	1000000	Free	0.0	Everyone	2018	4
188	188	Invoice 2go — Professional Invoices and Estimates	BUSINESS	4.2	16422	28000	1000000	Free	0.0	Everyone	2018	4
189	189	Cisco Webex Meetings	BUSINESS	4.4	108741	28000	10000000	Free	0.0	Everyone	2018	4
190	190	ZOOM Cloud Meetings	BUSINESS	4.4	31614	37000	10000000	Free	0.0	Everyone	2018	4
191	191	ScreenMeet. Easy Phone Meeting	BUSINESS	4.0	624	9000	1000000	Free	0.0	Everyone	2018	5
192	192	Cisco Webex Teams	BUSINESS	4.2	1661	46000	1000000	Free	0.0	Everyone	2018	4
193	193	Start Meeting	BUSINESS	4.1	308	14000	10000	Free	0.0	Everyone	2018	4
194	194	ClickMeeting Webinars	BUSINESS	3.8	5211	26000	1000000	Free	0.0	Everyone	2018	4
195	195	BlueJeans for Android	BUSINESS	3.9	1058	23000	1000000	Free	0.0	Everyone	2018	5
196	196	Zenefits	BUSINESS	4.2	296	14000	10000	Free	0.0	Everyone	2018	4
197	197	Google Ads	BUSINESS	4.3	29313	20000	10000000	Free	0.0	Everyone	2018	4
198	198	FreshBooks Classic	BUSINESS	4.1	1802	26000	1000000	Free	0.0	Everyone	2018	4
199	199	Insightly CRM	BUSINESS	3.8	1383	51000	1000000	Free	0.0	Everyone	2018	5
200	200	QuickBooks Accounting: Invoicing & Expenses	BUSINESS	4.3	23175	41000	1000000	Free	0.0	Everyone	2018	4
201	201	HipChat - Chat Built for Teams	BUSINESS	3.8	5868	20000	1000000	Free	0.0	Everyone	2018	4
202	202	MailChimp - Email, Marketing Automation	BUSINESS	4.1	5448	12000	1000000	Free	0.0	Everyone	2018	5
203	203	Crew - Free Messaging and Scheduling	BUSINESS	4.6	4159	48000	1000000	Free	0.0	Everyone	2018	4
204	204	Asana: organize team projects	BUSINESS	4.3	20815	10000	1000000	Free	0.0	Everyone	2018	5
205	205	Google Analytics	BUSINESS	4.5	78662	22000	1000000	Free	0.0	Everyone	2018	4
206	206	AdWords Express	BUSINESS	4.1	7149	11000	1000000	Free	0.0	Everyone	2018	4
207	207	Accounting App - Zoho Books	BUSINESS	4.5	3079	8500	1000000	Free	0.0	Everyone	2018	4
208	208	Invoice & Time Tracking - Zoho	BUSINESS	4.6	5800	8600	1000000	Free	0.0	Everyone	2018	4
209	209	Invoice 2go — Professional Invoices and Estimates	BUSINESS	4.2	16422	28000	1000000	Free	0.0	Everyone	2018	4
210	210	Tiny Scanner - PDF Scanner App	BUSINESS	4.7	286897	39000	10000000	Free	0.0	Everyone	2017	3
211	211	Fast Scanner : Free PDF Scan	BUSINESS	4.5	103755	14000	10000000	Free	0.0	Everyone	2018	4
212	212	Mobile Doc Scanner (MDScan) Lite	BUSINESS	4.2	46505	19000	1000000	Free	0.0	Everyone	2018	4
213	213	TurboScan: scan documents and receipts in PDF	BUSINESS	4.7	11442	6800	1000000	Paid	4.99	Everyone	2018	4
214	214	Tiny Scanner Pro: PDF Doc Scan	BUSINESS	4.8	10295	39000	1000000	Paid	4.99	Everyone	2017	3
215	215	OfficeSuite : Free Office + PDF Editor	BUSINESS	4.3	1002859	35000	1000000000	Free	0.0	Everyone	2018	4
216	216	Verify - Receipts & Expenses	BUSINESS	4.5	413	29000	10000	Free	0.0	Everyone	2018	5
217	217	QuickBooks Accounting: Invoicing & Expenses	BUSINESS	4.3	23175	41000	1000000	Free	0.0	Everyone	2018	4
218	218	Manga Master - Best manga & comic reader	COMICS	4.6	24005	4900	1000000	Free	0.0	Adults only 18+	2018	4
219	219	GANMA! - All original stories free of charge for all original comics	COMICS	4.7	57106	27000	1000000	Free	0.0	Teen	2018	4
220	220	Röhrich Werner Soundboard	COMICS	4.7	2249	32000	1000000	Free	0.0	Everyone	2017	4
221	221	Unicorn Pokez - Color By Number	COMICS	4.8	516	12000	10000	Free	0.0	Everyone	2018	4
222	222	MangaToon - Comics updated Daily	COMICS	3.9	834	15000	10000	Free	0.0	Mature 17+	2018	4
223	223	Manga Net – Best Online Manga Reader	COMICS	4.1	1010	11000	10000	Free	0.0	Mature 17+	2018	4
224	224	Manga Rock - Best Manga Reader	COMICS	4.4	238970	28000	1000000	Free	0.0	Teen	2018	5
225	225	Manga - read Thai translation	COMICS	4.6	302	2200	10000	Free	0.0	Teen	2018	4
226	226	The Vietnam Story - Fun Stories	COMICS	4.5	438	3400	10000	Free	0.0	Everyone	2017	2
227	227	Dragon Ball Wallpaper - Ringtones	COMICS	4.7	73	8300	10000	Free	0.0	Everyone	2018	4
228	228	Funny Jokes Photos	COMICS	4.4	39	4300	10000	Free	0.0	Everyone 10+	2018	4
229	229	Truyện Vui Tý Quậy	COMICS	4.5	144	4700	10000	Free	0.0	Everyone	2018	4
230	230	Comic Es - Shojo manga / love comics free of charge ♪ ♪	COMICS	3.9	2181	10000	1000000	Free	0.0	Teen	2018	4
231	231	comico Popular Original Cartoon Updated Everyday Comico	COMICS	3.2	93965	15000	10000000	Free	0.0	Teen	2018	4
232	232	Daily Manga - Comic & Webtoon	COMICS	3.2	1446	7100	1000000	Free	0.0	Mature 17+	2018	4
